address_hierarchy_entry_idEPTS,name EPTS,level_idEPTS,parent_idEPTS,user_generated_idEPTS,latitudeEPTS,longitudeEPTS,elevationEPTS,uuidEPTS,address_hierarchy_entry_id,name,level_id,parent_id,user_generated_id,latitude,longitude,elevation,uuid
1191,Cahora Bassa,3,1169,,,,,38788833-1e24-4e36-8e15-a21365ef804c,,CAHORA BASSA,,,,,,,355363ad-b360-4460-b13c-7a1550adeaf0
1192,Songo,4,1191,,,,,99976c9a-b048-420b-8fd3-031ca1aafb8b,,Songo,,,,,,,6558e09b-06d4-4156-9b8d-27b967d64ad5
1193,Songo-sede,5,1192,,,,,032fb66b-1dc2-4fbe-a51b-b24ab1fe9d14,,#N/A,,,,,,,#N/A
1194,Dzunsa,5,1192,,,,,8b196aaf-928e-4efd-a18a-d31480eeed38,,Dzunsa,,,,,,,58fa6638-030a-4563-aedc-00028a50aba8
1195,Chitholo,4,1191,,,,,c9efe383-e569-4dcd-a9ec-65046eba9685,,#N/A,,,,,,,#N/A
1196,Chitholo-sede,5,1195,,,,,e381c090-0806-4beb-9f3d-a37224bc9f63,,#N/A,,,,,,,#N/A
1197,Mulinje,5,1195,,,,,02ee61c9-1338-4acb-935f-ee269e5c24bd,,#N/A,,,,,,,#N/A
1198,Chitima,4,1191,,,,,19772f91-30fd-4400-90e4-d15d1c541a4a,,Chitima,,,,,,,bea96d0f-c9f5-4216-adba-8511125978cb
1199,Chitima-sede,5,1198,,,,,1296d09e-1764-4ee0-88ad-ce812464c454,,Chitima-Sede,,,,,,,b502dd22-c2e3-422b-a590-df7fba2af169
1200,Chibagadigo,5,1198,,,,,531a6b0b-6d1b-48cc-964e-5dfb08c64d40,,Chibagadigo,,,,,,,a9cf608c-2119-4b4d-b6da-f470bf7f2dc5
1201,Chicoa-nova,5,1198,,,,,f3661152-d4e8-48c7-a93a-465efbbcea85,,Chicoa-Nova,,,,,,,46192f0b-9113-456f-9d8e-1bca3119fdd9
1202,Nhabando,5,1198,,,,,be1e7c3e-0f75-49cc-b985-763cf366aea8,,#N/A,,,,,,,#N/A
1203,Nhacapirere,5,1198,,,,,84a91db8-b802-44c1-86ea-35b00e0baec0,,#N/A,,,,,,,#N/A
1204,Changara,3,1169,,,,,a94f1148-625d-4664-bb8e-55bcdd905c80,,Changara,,,,,,,4b358f36-81aa-4e32-a495-d8606217069a
1205,Luenha,4,1204,,,,,0eaf130e-2766-4d3a-afa1-03ab94127a8d,,Luenha,,,,,,,c19c7776-d32a-4cf9-a8f7-156aa3df093b
